pid,fum,frcv,fry,forc
35779,JK-1500,PK-0100,0,RU-0100
35826,CR-1500,CR-1500,0,
35841,JK-1500,JK-1500,0,
35869,RG-0200,BS-2100,0,
35874,CF-0300,CF-0300,0,CW-3700
35884,CR-1500,CR-1500,0,
35898,DD-2900,DD-2900,0,
35905,RW-1000,MP-1600,-2,CW-3700
35952,MP-1300,RL-0600,0,RW-4100
36012,JP-3200,JP-3200,0,
36024,TD-1400,,0,AW-0100
36038,DS-4000,DS-4000,0,
36054,JL-1400,JR-3600,0,JR-3600
36055,TH-0500,RW-4100,0,JS-1900
36082,CJ-0500,AD-0200,0,DP-1900
36093,DB-2600,DB-2600,0,
36125,LJ-1000,TG-0500,0,
36170,DF-1300,SJ-0100,0,
36174,KF-0200,RR-1500,0,
36182,DF-1300,GJ-0600,0,
36196,PP-1000,PP-1000,0,
36224,DF-1300,DF-1300,0,CE-0100
36298,RL-0300,AL-1000,0,
36340,RJ-1900,RJ-1900,0,
36361,JL-1500,JD-1800,0,DM-2300
36450,RL-0300,RL-0300,0,
36484,CD-1500,RS-3000,0,TB-2200
36524,CD-1500,KH-0500,2,KH-0500
36552,PW-0400,DC-1700,0,
36560,JS-4400,,0,MR-1600
36561,FT-0100,BM-1900,0,AH-2000
36603,SS-2900,CC-5500,0,TM-0100
36612,TP-2100,ER-0300,0,
36618,SM-2400,SM-2400,0,
36621,EL-0400,TS-0100,0,KB-2400
36629,LC-0500,RT-0900,0,GF-0200
36683,DP-0800,RC-1000,0,JK-0300
36760,MA-1000,PD-0400,-5,JW-6300
36792,SM-3500,DO-0200,6,JM-5300
36802,KL-1100,JS-7400,0,
36816,KL-1100,,0,DS-3000
36884,FM-0700,,0,KT-0800
36943,MH-1200,SM-0200,0,PS-1000
36945,EJ-0200,JT-0900,0,KM-2400
36948,LS-1100,JB-3000,0,
37075,BF-0100,BF-0100,0,
37116,MB-2400,DC-4400,0,
37127,CC-1000,LB-1800,0,MM-2700
37135,BF-0100,BF-0100,0,
37254,AB-2900,GM-0400,0,
37333,JA-1600,KM-2200,0,KM-0500
37418,CB-0900,,0,ML-1800
37496,RA-1100,SB-1000,2,SK-0800
37510,JS-6500,JH-2300,0,MJ-2200
37523,VT-0200,WC-0100,0,
37586,JG-0600,SG-1000,0,VT-0400
37646,JG-0600,RB-3500,0,RC-1900
37663,JG-0600,JG-0600,0,TP-0400
37664,JR-2000,TS-2200,0,RC-1900
37762,JT-3900,JG-2000,0,DW-1200
37768,BF-1100,JA-2300,0,
37794,PM-1100,PM-1100,0,BW-2800
38062,GF-0400,LF-0800,0,AP-1600
38113,JG-0600,MT-0100,0,TP-2300
38164,KW-1500,KW-1500,0,
38173,KC-1600,,0,JW-1600
38187,FT-0100,SW-1500,0,JA-2300
38422,DJ-0100,DG-2700,0,
38448,JK-1500,JK-1500,0,
38469,JK-1500,MW-1500,0,EF-0100
38472,AS-2500,,0,PM-1000
38494,JK-1500,DP-1900,31,KN-0200
38498,JL-2100,CB-3300,0,CB-3300
38499,JK-1500,JK-1500,0,LL-0300
38610,EG-0600,TG-1900,0,BS-2500
38623,EG-0600,DV-0200,0,MC-0600
38639,CC-1400,CC-1400,0,
38701,KM-0700,KW-0600,0,
38817,RA-1100,RL-0600,0,RW-4100
38827,DS-4600,DS-4600,0,BJ-0200
38839,VT-0200,RB-4700,0,JT-3200
38863,GM-1100,JL-1900,0,SK-0800
38964,JA-0800,JW-3900,0,CC-1800
38986,JA-0800,AA-0500,0,AA-0500
38999,SC-0200,RC-1900,0,TS-2200
39066,AR-1700,AR-1700,0,
39098,SK-0400,SK-0400,0,
39116,BS-1100,DR-2100,5,
39135,AG-1600,AM-1500,0,SW-0900
39249,BB-2800,BB-2800,0,
39264,MH-1200,,0,WS-0300
39304,RS-2000,BB-0200,0,JB-3000
39465,JW-3000,BM-0200,0,DR-2700
39521,AB-2900,KT-1000,0,KC-0500
39547,AB-2900,KT-1000,0,TL-1300
39628,WJ-0200,KT-1000,0,LL-1000
39760,SB-0700,DR-3600,0,
39778,DH-2200,MP-1600,0,WT-0100
39830,BH-1500,DG-1800,74,JT-0700
39859,DF-0200,BT-0500,0,TV-0200
39921,DM-2200,TS-2900,0,
39923,SM-2700,,0,
39945,CW-0700,TS-2900,0,CC-5500
39959,SM-2700,HT-0500,0,HT-0500
39973,CW-0700,AH-2000,12,CC-5500
40155,KS-2300,TM-3600,0,JP-1100
40158,RL-0300,CS-4300,0,JG-1300
40174,TB-1100,TB-1100,0,
40175,MP-1300,DS-2900,0,
40291,JP-3200,KL-0100,0,BS-2800
40314,JP-3200,JP-3200,0,
40323,AW-2100,ES-1000,0,
40339,FW-1100,MM-6100,0,
40350,ES-1000,LA-0300,0,BB-2200
40364,WM-0400,WM-0400,0,
40368,DW-0400,OG-0500,0,
40401,AW-2100,ER-0300,0,RG-1200
40408,AW-2100,HF-0200,30,RG-1200
40413,RT-0800,LA-0300,0,JF-1800
40437,MW-1600,RG-1200,0,GF-0200
40448,MW-1600,MW-1600,0,JF-1800
40709,SK-0500,,0,TH-2300
40714,TH-2600,,0,
40733,AB-2900,TA-0500,0,
40767,KW-0500,LG-0300,0,WW-0300
40785,AB-2900,CM-3100,0,
40794,KM-0500,DB-2800,0,
40806,AH-0200,BM-2800,0,
40903,TD-1400,JO-0500,0,BJ-1000
40998,DM-2200,DM-2200,0,
41014,KW-1100,KW-1100,0,
41020,SK-0400,MM-0500,0,HD-0400
41188,DC-4400,,0,AM-2400
41340,LS-1100,CW-3700,0,TJ-0800
41399,RG-0200,TA-0900,0,LB-1100
41479,TS-1900,DT-0700,-1,SW-1500
41500,RD-0700,HT-0500,0,
41511,DM-2200,CJ-1900,0,MS-5300
41514,TB-0400,DM-2900,0,DM-2900
41544,AT-0900,MB-0800,0,DM-2900
41597,JB-4500,LB-1200,13,HC-0200
41777,MW-2900,LW-0900,0,
41848,TB-0400,TB-0400,0,RT-0200
41863,DC-4400,CG-2900,0,SW-1500
41958,TD-1400,JL-1400,0,
42001,DG-1800,DG-1800,0,
42037,JL-1400,MP-1600,0,EA-0200
42049,RG-0200,RL-0600,0,PB-0600
42116,JL-1600,BJ-0200,0,
42219,KC-2000,LB-1600,0,MM-2300
42230,RD-1200,RB-0200,0,JT-3200
42233,TD-1400,TD-1400,0,
42257,JA-0800,FB-0100,0,RW-4100
42320,SM-0900,SM-0900,0,
42335,TA-0500,BR-0800,1,BR-0800
42346,MF-1100,MF-1100,0,
42350,SM-0900,SM-0900,0,PB-0600
42387,JL-1600,JA-3100,0,RN-0900
42413,ML-1700,BW-2300,0,RH-2000
42426,AB-2900,AB-2900,0,BF-0500
42467,ML-1700,ML-1700,0,
42499,AB-2900,AB-2900,0,
42574,JK-1500,RP-0800,0,
42672,CD-1500,,0,TB-3400
42741,KR-1100,JW-4000,0,CF-1500
42760,RW-1000,SH-1500,0,WR-0200
42889,QC-0100,DA-0100,0,
42923,WD-0700,PZ-0100,0,JN-1500
42957,QC-0100,QC-0100,0,MJ-2000
43027,BF-0100,AG-1600,0,
43046,BF-0100,BF-0100,0,
43082,AG-1600,LC-0100,0,KP-1100
43093,BF-0100,AG-1600,0,
43138,CB-0900,BH-0500,0,KG-0400
43223,HW-0100,MM-2400,14,HN-0400
43238,HP-0100,,0,
43250,KB-2300,KB-2300,0,
43256,CH-1100,MM-2400,0,
43260,KS-2300,KH-0500,0,
43280,DG-0800,JB-4800,0,AZ-0100
43303,KS-2300,KS-2300,0,
43323,TG-1600,WT-0100,0,
43374,RG-0200,DE-0400,0,GW-0600
43381,TG-1600,GJ-0100,0,
43408,RG-0200,DE-0400,0,MP-0600
43494,JK-1600,MR-2300,0,DE-1200
43515,NG-0300,MM-5500,0,RG-2000
43519,TB-1200,,0,EM-0800
43532,DC-4400,MB-2000,0,
43639,DC-4400,,0,
43647,VT-0200,VT-0200,0,
43702,MJ-2200,PM-0200,0,AM-1700
43715,TW-2100,NF-0200,0,
43790,VT-0200,CN-0900,95,
43808,DM-2200,JZ-0200,0,
43859,KW-0500,KW-0500,0,CS-1800
43873,CL-0900,AA-1500,24,KH-1700
43908,AH-0200,AH-0200,0,
43951,AC-1100,DD-0500,0,IR-0300
43992,SD-0400,CS-0100,0,
44034,JG-1000,JG-1000,0,
44049,MB-1000,IO-0100,0,
44054,JG-1000,JP-1100,0,
44067,SD-0400,SD-0400,0,
44073,LT-0600,FS-0400,0,KM-2300
44079,SD-0400,RH-1100,0,OR-0300
44081,CC-4100,CB-0100,0,KL-0100
44084,TB-0200,SD-0400,0,
44261,SD-0900,,0,KB-0300
44301,JO-0400,KB-2400,0,DS-2100
44330,LS-1100,BM-3700,14,JE-1100
44569,TB-0400,TB-0400,0,
44588,BG-1900,BG-1900,0,
44693,TB-1200,KB-2100,-6,MC-0600
44706,CW-1300,JM-5200,0,PK-0200
44718,JA-1600,DM-3500,0,DR-1400
44731,CC-1400,AC-2700,0,MR-2300
44838,TW-0400,JN-0700,0,GJ-0900
44844,DC-4400,BB-0200,0,RM-3400
44846,BC-0800,BU-0200,11,RC-1900
44874,DC-4400,RC-1900,0,
44918,DC-4400,DC-4400,0,PD-0100
45005,PJ-0300,CC-5500,3,CC-5500
45015,TH-1100,RH-1500,0,SF-0300
45047,PW-0400,BJ-0200,0,
45103,EG-0600,CH-0500,73,SF-0300
45224,GC-1000,GC-1000,0,DM-1500
45279,AW-2100,JW-3700,0,
45364,LT-0600,DC-2400,0,MM-6100
45432,LT-0600,KJ-0200,0,MS-4500
45437,CS-4100,LC-0200,0,
45448,KD-1000,KW-2700,0,AW-1800
45551,EJ-0200,EJ-0200,0,KW-2700
45651,FT-0100,SR-1100,0,
45693,MB-4500,MW-2400,0,JK-0300
45711,SD-0500,JS-4400,0,BB-2200
45735,DJ-2200,SR-1100,26,ER-0300
45875,KC-2000,TB-0400,0,
45925,TW-1600,LK-0300,0,BM-0200
46022,BM-0200,SM-1600,0,JH-2000
46149,ME-0300,SM-0800,0,JD-0200
46175,MC-2500,DB-2600,0,
46193,DB-2600,,0,ML-1800
46202,ME-0300,JA-0100,0,JA-0100
46295,KW-0500,AC-0700,1,JE-0600
46354,IB-0200,LS-0300,15,JW-1600
46409,CB-4800,KL-1500,0,CW-3600
46411,MH-1600,RW-1000,0,
46452,CF-0300,TV-0200,0,BT-0500
46593,DW-0600,DW-0600,0,TH-0500
46600,MJ-0700,IG-0200,0,KB-2600
46613,DC-1900,,0,PT-0500
46626,TJ-2700,BB-2000,0,KP-0800
46714,CB-2500,,0,SS-1000
46729,MB-1000,MB-1000,0,
46835,MB-1000,RM-3600,27,KW-1000
46843,KL-1100,DS-1600,17,TW-2900
46881,DG-1800,DG-1800,0,
46898,DG-1800,DG-1800,0,
46937,JP-3200,KB-2100,0,
47016,HP-0100,HP-0100,0,
47035,TH-1400,DW-1400,63,BA-0300
47041,LC-0400,EM-1800,0,EH-0900
47180,CW-1300,SS-2100,0,
47184,CW-1300,CW-1300,0,
47208,AF-1300,AF-1300,0,LT-0800
47227,SS-2100,AE-0400,-2,
47234,SS-2100,KW-1100,0,HG-0100
47237,BF-0100,BF-0100,0,
47367,DC-1900,CH-1800,0,CH-1800
47420,EG-0600,EG-0600,0,
47481,SM-0100,SM-0100,0,JM-4400
47561,JW-2500,AB-1000,40,TS-1800
47563,BG-0300,BG-0300,0,
47594,TC-2600,LS-1200,0,
47632,JQ-0100,BM-1900,0,
47869,EJ-0200,TJ-1300,0,RP-0800
47965,ML-1500,,0,
47985,KC-2000,DZ-0300,0,JJ-3400
47986,ML-1500,,0,
47995,AB-2900,AB-2900,0,MS-5300
48063,AB-2900,CN-0100,0,MS-5300
48117,KC-2000,JJ-3400,0,KM-0500
48179,TW-1600,,0,AS-1000
48183,CR-1500,TS-2400,0,EB-0400
48193,SA-0600,EA-0400,26,EA-0200
48218,RG-0200,LK-0400,0,JR-0200
48318,JK-1500,JK-1500,0,
48322,DF-1300,DF-1300,0,
48400,CD-1500,RB-1700,1,RH-1100
48439,JK-1500,MO-0100,0,MW-1500
48474,LS-1100,BK-0500,0,LL-1000
48493,KW-0500,MF-0300,0,PS-1000
48504,JF-1400,DM-1000,0,LF-0300
48588,JF-1400,AW-1300,0,LF-0300
48686,KC-0600,KC-0600,0,
48755,PH-0600,WJ-0500,0,DB-3000
48763,BM-3300,LS-0400,0,
48776,BM-3300,MW-1600,0,DC-2400
48818,WM-0400,RC-2000,0,IR-0200
48819,HF-0300,DM-2200,0,
48823,TH-0400,DM-2900,10,MC-0100
48828,AW-2100,BW-1500,0,HD-0400
48837,MW-1600,JR-0400,0,JR-0400
48871,DM-2200,DM-2200,0,PZ-0100
48894,CB-4800,BN-0500,0,
48896,AW-2100,,0,IR-0200
49010,EJ-0900,TB-0500,0,JF-0500
49020,JG-0600,JG-0600,0,
49056,VT-0200,RY-0100,0,AC-0700
49180,AC-2700,WH-0200,0,WH-0800
49193,MV-0300,MS-2900,0,BU-0200
49195,MV-0300,BU-0200,90,PD-0100
49397,SM-3400,MC-2100,0,JA-0100
49430,RJ-1200,JA-0100,7,ML-1800
49443,TH-1400,PP-1000,0,JF-0500
49494,AG-0800,AG-0800,0,KN-0200
49497,LC-0800,LC-0800,0,JF-2700
49515,LC-0400,ML-1800,15,JF-0500
49607,KJ-0600,KJ-0600,0,JP-2100
49609,RJ-0700,RC-0600,0,
49637,TC-2600,TC-2600,0,
49677,TD-2500,TD-2500,0,
49680,KJ-0200,DF-1300,0,
49703,JJ-0200,OR-0300,0,JS-1500
49930,TB-2900,TC-2700,0,
50003,TB-2300,JT-0900,1,
50042,TB-2300,JT-0900,0,DG-0500
50047,DC-4400,DC-4400,0,LG-0300
50062,RW-2600,KT-1000,0,CH-4300
50117,CC-1000,SK-0500,0,KM-0500
50145,DC-4400,CO-0800,38,DH-4100
50228,AT-0900,AP-1200,0,BJ-1400
50231,TB-0200,SD-0400,0,
50237,CM-1400,EM-0900,0,
50244,TB-0200,KH-2200,0,MS-5300
50267,GC-0800,GC-0800,0,CB-0100
50270,DW-1200,KL-0100,-3,KL-0100
50273,TB-0200,SD-0400,0,
50275,RG-0400,WA-0200,0,MB-0700
50439,AW-2100,ES-1000,0,TB-3500
50441,DD-2900,RT-0800,0,JB-6000
50511,RG-0200,MM-6100,0,
50525,DM-2200,KV-0100,9,RF-1300
50557,MJ-0700,MJ-0700,0,
50628,TH-0500,MJ-0700,0,TV-0200
50633,MP-1300,JP-3200,0,CS-1800
50681,IR-0200,JT-2200,0,
50748,PB-1000,MB-4400,0,RH-1500
50754,KS-2300,OG-0400,0,
50759,AZ-0100,AH-2000,0,
50799,KS-2300,KS-2300,0,
50841,SM-0100,MW-2400,0,TT-0800
50881,SM-0100,CE-0100,0,LK-0500
50892,CR-1500,KT-0400,0,DC-1700
50965,EJ-1100,MS-2000,12,WW-0700
51089,BJ-1400,JT-1200,0,KG-0400
51150,SS-2100,SS-2100,0,TJ-0400
51182,CW-1300,TB-1200,0,DS-5000
51228,KB-0300,JG-0600,0,DE-1200
51320,LW-0400,,0,DB-2800
51322,IB-0200,,0,
51357,AH-0200,MF-0300,0,
51392,MF-0300,CC-1800,0,SB-1000
51412,CB-0900,GW-1700,75,LL-1000
51487,JG-0600,JG-0600,0,
51499,JG-0600,GH-0900,0,
51513,DG-1800,AA-1200,0,JU-0100
51575,GH-0900,RB-4600,0,KB-2100
51620,JG-0600,TH-0300,0,
51635,ML-1700,ML-1700,0,
51637,AB-2900,,0,
51647,CW-1300,SK-0500,0,
51651,SS-2100,,0,
51653,CW-1300,LG-0300,12,DS-2600
51693,DH-2200,DH-2200,0,SK-0500
51731,RW-2600,RA-1000,0,RA-1000
51746,ML-1700,MH-1800,0,
51767,TB-1200,MM-5500,0,KM-2200
51852,GM-1100,JA-3100,0,
51884,OK-0200,JM-4500,0,
51887,GM-1100,ZW-0100,0,CR-0800
51905,MP-1300,RM-3400,69,MB-4100
52012,DN-1400,DN-1400,0,
52062,JK-1500,JK-1500,0,
52066,TC-2600,GS-1200,0,
52077,TC-2600,TC-2600,0,
52085,MB-1100,,0,WR-0200
52141,AG-1600,CH-1800,0,DS-4000
52159,OA-0300,CH-4800,0,
52200,EG-0600,JT-1200,0,SD-0600
52233,BF-0100,,0,SA-0200
52342,HP-0100,HP-0100,0,JW-4400
52487,DC-4400,DC-4400,0,
52502,CB-0900,CH-4300,0,
52713,LT-0600,BC-2700,9,RP-0800
52715,TB-2300,AS-2500,0,
52716,TB-2300,ME-0300,0,MW-1500
52770,LJ-1000,DH-1500,6,DH-1500
52805,DF-1300,DF-1300,0,
52833,LS-1100,RL-1500,0,JA-0100
52850,VT-0200,RT-0500,0,ZT-0100
52894,LS-1100,MJ-2200,0,SE-0400
52995,BG-1900,DN-0300,0,JR-0200
53065,SA-0600,JM-5300,0,KW-0600
53222,MF-0300,MB-0700,0,JA-2300
53246,MF-0300,CG-2900,0,MB-0700
53261,KW-0500,KH-2200,0,MS-5300
53612,RG-0200,CN-0900,0,
53665,TB-0200,TB-0200,0,
53795,SD-0400,GE-0200,0,JN-1500
53840,MB-4500,MB-4500,0,
53912,JZ-0100,CH-1100,0,
53984,TG-1600,TG-1600,0,
54008,MJ-0700,CH-1850,-4,EW-0300
54021,JM-0700,DE-0400,0,EW-0300
54136,MB-2800,MR-1600,-1,
54189,JK-1500,JK-1500,0,BR-0800
54208,JM-4500,JM-4500,0,
54373,JB-5900,OA-0300,0,GS-1100
54376,EG-0600,GS-1100,0,JM-4400
54457,BB-0700,JW-0500,0,
54472,EG-0200,EG-0200,0,RP-1600
54501,EB-0900,CB-0900,0,
54687,EJ-0200,TB-3400,0,TJ-1300
54755,PM-0200,PM-0200,0,
54759,PM-0200,BH-0400,0,
54780,TP-2100,HM-0500,0,
54795,DC-4400,DC-4400,0,
54801,TW-0400,AO-0500,0,CA-0400
54815,DC-4400,NW-0200,0,NW-0200
54836,MF-0600,BF-0100,0,
54851,MF-0600,BF-0100,0,
54878,DC-1400,DC-1400,0,BH-0500
55007,MS-2900,SK-0500,0,
55018,AB-2900,KT-1000,0,CW-2100
55024,DM-0700,,0,
55109,EC-0400,AG-0800,2,MJ-2200
55231,RH-2600,JR-1000,0,CH-2200
55287,TF-0700,ED-0100,0,ED-0100
55351,DF-1300,,0,BR-1300
55360,MA-1000,JP-2100,7,ZM-0300
55437,KS-2300,KS-2300,0,
55540,AZ-0100,RB-0700,0,JD-3100
55625,SD-0400,LC-0600,0,MR-2300
55789,KC-2000,KC-2000,0,
55863,KC-2000,BW-1500,0,JT-3400
55947,PM-0200,EH-0700,0,DC-2200
56137,KM-0900,RB-4700,0,DS-4000
56180,RC-2800,RC-2800,0,
56183,RC-2800,RC-2800,0,
56215,RA-1100,RA-1000,94,DW-2100
56331,VT-0200,JF-0100,0,
56387,JM-4500,JP-2500,26,BY-0400
56444,BJ-1100,,0,
56487,JG-0600,DD-0900,0,MG-1500
56549,MP-1300,,0,
56577,FS-0100,ME-0400,2,DC-2400
56584,MS-4600,TB-3900,0,
56624,MJ-0700,MK-1100,0,GT-0200
56705,KF-0200,KF-0200,0,
56753,TB-3400,MS-4700,0,RS-2100
56784,TB-2300,TB-2300,0,
56849,CK-0200,CK-0200,0,
56867,CB-0900,RW-3600,0,BS-2000
56878,CB-0900,MJ-2600,0,GS-1200
57026,SL-0400,SL-0400,0,
57028,DM-2200,JR-3400,0,EA-0200
57031,DD-2900,AD-1500,0,DM-2900
57206,RJ-1200,LC-0200,0,MW-1500
57322,RJ-1200,RJ-1200,0,
57366,SA-0600,PS-1000,0,ZT-0100
57375,SA-0600,AF-1400,-5,TC-2700
57392,JF-1400,TM-2800,0,
57398,JO-0400,AB-0400,0,OH-0500
57458,MH-1600,CG-2100,0,LB-1100
57476,JM-3500,RT-1200,23,IC-0100
57495,CC-2300,AW-1300,0,DD-0500
57517,TH-2300,AT-0800,0,DH-4100
57554,TC-0300,JJ-3400,0,KM-2200
57590,AB-2900,AB-2900,0,
57594,DB-2800,FM-0100,0,RN-1000
57605,DM-0700,DM-0700,0,
57645,RW-2600,CA-0300,0,AW-1300
57651,TC-0300,CO-0800,43,
57654,TS-2100,TS-2100,0,GW-1700
57662,AA-1500,RN-1000,0,
57663,DS-2400,,0,
57692,DM-3700,HM-0500,0,DS-3100
57792,DC-4400,DC-4400,0,
57803,DS-3100,CW-0600,0,PC-0200
57820,KC-2000,KL-0100,0,
57868,RD-0700,KC-2000,0,
57878,AT-0900,,0,DT-0400
57920,KC-2000,TB-0400,0,BS-2800
58009,EG-0200,JG-1300,0,JG-1300
58065,MG-1600,MG-1600,0,
58097,DM-0500,JF-1300,0,ML-2300
58190,TJ-2700,TJ-2700,0,MC-0100
58295,MP-1300,DB-5800,0,BG-0200
58322,AS-2500,PK-0200,0,CH-4600
58410,TB-3300,TB-3300,0,CH-0700
58419,ME-0300,AA-1200,0,KB-2100
58494,RJ-1200,JW-4700,0,CB-2800
58535,RJ-1200,MP-1000,0,BS-1200
58614,NH-0300,CW-0900,0,
58636,SM-0900,CB-4300,25,WR-0200
58702,LJ-1100,LJ-1100,0,
58728,MB-2800,,0,CF-1500
58757,SM-0900,BB-2900,0,CB-4300
58857,BF-0100,BF-0100,0,
58867,AG-1600,WS-0100,0,DJ-0300
58894,KJ-0700,,0,NW-0200
58948,BF-0100,MT-0200,0,DJ-0300
58968,BJ-1400,BJ-1400,0,
59019,CW-1300,WW-0100,0,JT-0900
59099,DC-4100,DC-4100,0,
59150,DW-1200,DW-1200,0,
59155,KC-2000,BN-0500,6,BF-1300
59175,KC-2000,RS-3200,0,GE-0200
59201,RD-1200,LS-0400,0,DW-4600
59268,RD-0700,OG-0500,0,OG-0500
59298,TB-0400,TB-0400,0,DN-0800
59307,RC-2800,JB-5900,0,
59349,RC-2800,RC-2800,0,
59351,HP-0100,,0,
59387,JB-3400,OR-0100,0,DS-4000
59406,KS-2300,OR-0100,0,
59407,TE-0200,CH-1800,0,AT-0400
59416,BS-4100,BS-4100,0,JP-3600
59536,DB-3800,DB-3800,0,JW-6300
59625,DB-3800,DG-2200,0,EH-0700
59709,JG-0600,JG-0600,0,RP-1600
59738,VS-0300,,0,
59759,JG-0600,JH-0300,0,BG-1600
59853,DG-0800,DG-0800,0,
59947,MB-4500,EJ-1100,0,JK-0300
59990,CF-0300,,0,MB-1000
59993,MH-1600,KR-1100,0,
60020,MH-1600,LA-0600,0,MC-2000
60043,TD-1400,CG-2100,0,BS-2800
60106,JH-5200,DR-2100,4,AG-0800
60177,CM-0600,SK-0500,0,KM-0500
60220,AB-2900,SM-0800,0,
60284,CG-0400,KP-0800,9,TP-2300
60340,RS-2100,,0,TJ-0800
60426,KC-2000,RD-0700,0,
60435,DB-3100,BS-1800,0,JS-1700
60443,KC-2000,KC-2000,0,
60467,JP-3200,KH-2200,12,MS-5300
60476,JP-3200,JP-3200,0,
60543,JP-3200,TJ-2700,0,
60623,RS-3500,MS-1700,0,
60626,MV-0300,DW-4600,0,IR-0300
60649,RL-0300,KG-0200,0,
60666,RC-1100,TS-1100,0,
60672,DJ-1800,TM-1500,0,GE-0200
60743,DS-1800,BH-0500,0,DS-1600
60762,AG-1600,TW-0900,0,KT-0800
60814,JM-4500,JM-4500,0,
60948,KS-2300,,0,DR-3500
60976,KS-2300,,0,TR-0700
60992,TC-2600,TC-2600,0,JP-3600
61025,TC-2600,TC-2600,0,JG-1300
61070,RJ-1900,RJ-1900,0,
61124,RJ-1900,KB-2600,0,
61168,BG-1900,RJ-1000,45,
61195,TD-0500,,0,RB-1700
61238,BJ-1400,BJ-1400,0,SR-1000
61267,MM-2800,CD-0400,0,DB-4200
61306,KW-1000,BO-0200,0,
61469,JO-0400,CC-5100,0,NH-0300
61503,DR-1300,JT-0900,3,
61531,PM-0200,LM-1700,0,JT-0900
61539,FM-0700,DJ-2200,0,AH-2000
61546,JK-1500,JK-1500,0,TB-2200
61617,JK-1500,JK-1500,0,
61622,JK-1500,JK-1500,0,
61765,KF-0200,AW-1800,5,KN-0200
61791,TB-2300,TB-2300,0,KO-0200
61841,RJ-1200,TH-1400,0,TB-3400
61851,TB-2300,JF-2700,0,KO-0200
61884,VT-0200,GW-0600,0,
61950,TG-1600,ML-1800,0,
61998,TG-1600,TG-1600,0,JA-0100
62007,TG-1600,TG-1600,0,
62063,DC-4400,DC-4400,0,JT-3400
62066,JT-2800,LH-0200,0,KW-2600
62084,DC-4400,BT-0500,0,HD-0400
62140,JK-1600,BD-0700,0,DM-2900
62155,DC-4400,BW-1500,0,RC-2000
62312,RW-2600,AP-1700,0,CO-0500
62361,AH-0200,RT-1900,0,SG-0600
62377,BH-1500,DL-1400,0,DM-1000
62408,AH-0200,TH-2300,0,MM-3400
62423,TC-0300,MM-3400,0,KH-0400
62518,KR-1100,SA-0600,0,EA-0400
62551,RG-0200,BS-2100,0,CE-0100
62589,JW-4000,,0,JH-2000
62627,ZC-0200,WW-0700,0,AS-1000
62632,TK-0500,TK-0500,0,
62740,QI-0100,DP-1900,0,DJ-0800
62748,KR-0700,KR-0700,0,
62782,EG-0200,PB-0600,0,RL-0600
63006,LF-0600,LF-0600,0,
63135,EG-0600,CB-4300,0,CB-4300
63200,TH-1400,SS-2600,0,LK-0500
63209,TH-1400,TH-1400,0,AC-1800
63312,AV-0200,BC-2100,0,TT-0800
63332,AV-0200,AC-1800,0,CB-3300
63355,FB-0200,DH-1000,0,
63488,SS-2100,SS-2100,0,
63510,BB-3600,BB-3600,0,TO-0200
63662,EG-0200,TW-2500,0,AH-2000
63682,JK-1500,JF-1800,0,ER-0300
63683,SM-2400,SM-2400,0,
63740,ES-1000,BT-0500,0,BT-0500
63752,RL-0300,JT-3400,0,
63864,TB-0200,JM-5300,0,
63889,DO-0200,,0,
63918,TB-0200,JS-5300,0,
63920,BG-1900,DC-0800,0,MC-2000
63923,EM-1000,KB-2600,0,
63939,KG-0800,KC-0600,0,
63965,EM-1000,KC-0600,0,TC-0900
63976,DC-1900,LA-0600,0,RJ-2100
64024,DO-0200,,0,
64025,CC-3300,DT-0400,0,
64046,BF-0100,SD-0900,0,PK-0200
64059,DV-0200,AC-2700,0,CL-0600
64100,BF-0100,MR-0900,0,
64147,CC-1400,CC-1400,0,
64237,KM-0700,CM-0600,0,
64305,JF-1400,SF-0200,0,VG-0200
64312,JF-1400,EO-0100,0,RM-4000
64318,JM-3500,RM-4000,0,MC-2100
64510,RG-0200,RG-0200,0,RJ-1000
64533,RG-0200,LK-0300,0,RJ-1000
64555,DF-1300,DF-1300,0,
64640,DF-1300,WT-0100,11,
64747,JQ-0100,KV-0700,0,KB-0900
64792,DG-0800,,0,MB-1600
64798,JQ-0100,CH-0800,0,JP-3600
64813,JQ-0100,KV-0700,0,JG-1300
64818,WD-0700,TP-0400,0,RM-3400
64845,JM-4500,BB-2900,0,SR-0600
64880,KW-1100,AS-1200,0,
64903,SW-0900,,0,
64911,MA-0600,PD-0100,0,BU-0200
64931,RA-1300,RA-1300,0,
64978,JM-4500,AT-0500,0,
65050,AS-2500,AW-1300,0,LF-0300
65088,KW-0500,LI-0100,0,
65129,KW-0500,TC-0300,0,
65150,TB-0400,TB-0400,0,EK-0200
65153,KC-2000,LP-0500,0,PC-0200
65165,DC-4400,KH-2200,0,KH-2200
65189,KC-2000,GC-0800,0,TS-0600
65274,KC-2000,KC-2000,0,
65336,RL-0300,TH-0400,0,EB-1700
65354,RL-0300,JM-5300,8,IG-0200
65396,RS-3500,DS-3000,0,CC-3300
65449,RS-3500,RS-3500,0,GC-0700
65477,JM-6400,TW-2900,0,BJ-2500
65480,AG-1600,WH-0600,0,LE-0100
65532,BF-0100,JH-0300,8,CC-1800
65595,CB-0900,LW-0400,0,KG-0400
65628,CA-0400,TL-1300,0,
65637,CC-1300,,0,
