gid,player,team,details,pstat,gstat
4206,TW-1350,BAL,Calf,Did Not Participate In Practice,Questionable
4206,KA-1000,BAL,Back,Did Not Participate In Practice,Doubtful
4206,KO-0750,BAL,Knee,Full Participation in Practice,Probable
4206,MB-4050,BAL,Back,Did Not Participate In Practice,Doubtful
4206,MY-0100,BAL,Ankle,Full Participation in Practice,Probable
4206,MS-0200,BAL,Chest,Full Participation in Practice,Probable
4206,CG-1030,BAL,Back,Did Not Participate In Practice,Out
4206,AM-1200,BAL,Ankle,Did Not Participate In Practice,Doubtful
4206,DS-2700,BAL,Not Injury Related,Full Participation in Practice,Probable
4206,ED-1000,BAL,Not Injury Related,Full Participation in Practice,Probable
4206,DT-0850,KC,Concussion,Did Not Participate In Practice,Out
4206,JH-5500,KC,Knee,Did Not Participate In Practice,Out
4206,HA-0200,KC,Concussion,Did Not Participate In Practice,Out
4206,JA-1050,KC,Ankle,Limited Participation in Practice,Questionable
4206,CD-0300,KC,Toe,Full Participation in Practice,Probable
4206,MD-0300,KC,Concussion,Full Participation in Practice,Probable
4206,SW-0350,KC,Rib,Limited Participation in Practice,Questionable
4206,TK-0150,KC,Groin,Full Participation in Practice,Probable
4206,TH-0200,KC,Knee,Did Not Participate In Practice,Probable
4207,JB-0450,CLE,Elbow,Full Participation in Practice,Probable
4207,GW-1675,CLE,Concussion,Did Not Participate In Practice,Out
4207,JG-1250,CLE,Concussion,Limited Participation in Practice,Questionable
4207,JM-0850,CLE,Right Elbow,Full Participation in Practice,Probable
4207,AH-1900,CLE,Concussion,Did Not Participate In Practice,Out
4207,MM-4500,CLE,Ribs,Limited Participation in Practice,Questionable
4207,KW-1550,CLE,Shoulder,Limited Participation in Practice,Questionable
4207,JT-1600,CLE,Knee,Full Participation in Practice,Probable
4207,TC-2450,CLE,Right Groin,Limited Participation in Practice,Questionable
4207,RS-2800,CLE,,Full Participation in Practice,
4207,KC-0900,SEA,Pelvis,Did Not Participate In Practice,Questionable
4207,ML-2500,SEA,Abdomen,Out (Definitely Will Not Play),Out
4207,MB-1900,SEA,Toe,Full Participation in Practice,Probable
4207,LW-1450,SEA,Rib,Full Participation in Practice,Probable
4207,CA-1300,SEA,Not Injury Related,Full Participation in Practice,Probable
4207,DD-1800,SEA,Concussion,Full Participation in Practice,Probable
4207,AM-1400,SEA,Knee,Out (Definitely Will Not Play),Out
4207,JH-4050,SEA,Toe,Out (Definitely Will Not Play),Out
4207,DS-1730,SEA,Ankle,Full Participation in Practice,Questionable
4208,CL-0975,GB,Ankle,Limited Participation in Practice,Questionable
4208,CH-2250,GB,Hamstring,Full Participation in Practice,Probable
4208,DB-0350,GB,Knee,Limited Participation in Practice,Probable
4208,DA-0212,GB,Foot,Limited Participation in Practice,Questionable
4208,CM-0900,GB,Ankle,Limited Participation in Practice,Probable
4208,BB-3700,GB,Ankle,Limited Participation in Practice,Probable
4208,NP-0130,GB,Shoulder,Limited Participation in Practice,Probable
4208,MD-0060,GB,Hamstring,Limited Participation in Practice,Questionable
4208,JS-3500,GB,Back,Limited Participation in Practice,Probable
4208,SS-1300,GB,Concussion,Did Not Participate In Practice,Out
4208,TL-0300,GB,Shoulder,Limited Participation in Practice,Questionable
4208,TM-3150,GB,Ankle,Did Not Participate In Practice,Out
4208,SH-0150,OAK,Ankle,Full Participation in Practice,Probable
4208,AC-2350,OAK,Foot,Limited Participation in Practice,Probable
4208,TJ-2400,OAK,Knee,Full Participation in Practice,Probable
4208,NT-0150,OAK,Neck,Limited Participation in Practice,Questionable
4208,NA-0100,OAK,Knee,Did Not Participate In Practice,Out
4208,KM-0050,OAK,Knee,Limited Participation in Practice,Probable
4208,AH-3700,OAK,Knee,Did Not Participate In Practice,Out
4208,CW-3700,OAK,Shoulder,Full Participation in Practice,Probable
4209,EM-0400,DEN,Ankle,Limited Participation in Practice,Questionable
4209,ES-0200,DEN,Finger,Full Participation in Practice,Probable
4209,DS-4300,DEN,Hamstring,Did Not Participate In Practice,Questionable
4209,DT-0900,DEN,Not Injury Related,Full Participation in Practice,Probable
4209,DT-1950,DEN,Concussion,Full Participation in Practice,Probable
4209,DW-1100,DEN,Back,Full Participation in Practice,Probable
4209,DB-5100,DEN,Knee,Full Participation in Practice,Probable
4209,CL-0275,DEN,Hamstring,Full Participation in Practice,Probable
4209,CA-0750,DEN,Ankle,Limited Participation in Practice,Questionable
4209,AC-0100,DEN,Quadricep,Limited Participation in Practice,Questionable
4209,BF-0950,DEN,Ankle,Limited Participation in Practice,Questionable
4209,MJ-0030,DEN,Not Injury Related,Full Participation in Practice,Probable
4209,OD-0100,DEN,Knee,Full Participation in Practice,Probable
4209,OB-0150,DEN,Hamstring,Did Not Participate In Practice,Out
4209,LM-1020,DEN,Hamstring,Did Not Participate In Practice,Out
4209,TW-0600,DEN,Ankle,Did Not Participate In Practice,Out
4209,TD-0725,DEN,Shoulder,Limited Participation in Practice,Questionable
4209,VW-0100,DEN,Shoulder,Full Participation in Practice,Probable
4209,RH-2350,DEN,Foot,Full Participation in Practice,Probable
4209,RH-1000,DEN,Knee,Full Participation in Practice,Probable
4209,PM-0200,DEN,Foot,Did Not Participate In Practice,Out
4209,SW-1750,DEN,Ankle,Full Participation in Practice,Probable
4209,RS-0962,PIT,Knee,Full Participation in Practice,Probable
4209,WA-0100,PIT,Not Injury Related,Full Participation in Practice,Probable
4209,WG-0500,PIT,Not Injury Related,Full Participation in Practice,Probable
4209,BD-1200,PIT,Back,Full Participation in Practice,Probable
4209,MS-3400,PIT,Knee,Full Participation in Practice,Probable
4209,MM-3700,PIT,Shoulder,Full Participation in Practice,Probable
4209,JH-2100,PIT,Not Injury Related,Full Participation in Practice,Probable
4209,HM-0200,PIT,Rib,Full Participation in Practice,Probable
4209,DW-3600,PIT,Illness,Limited Participation in Practice,Probable
4210,BM-0775,MIA,Concussion,Full Participation in Practice,Questionable
4210,RM-1500,MIA,Ribs,Limited Participation in Practice,Questionable
4210,LM-1150,MIA,Ankle,Full Participation in Practice,Probable
4210,BT-1250,MIA,Calf,Full Participation in Practice,Probable
4210,JJ-1620,MIA,Ankle,Did Not Participate In Practice,Doubtful
4210,JL-0215,MIA,Knee,Limited Participation in Practice,Probable
4210,DW-3125,MIA,Back,Full Participation in Practice,Probable
4210,EM-1200,MIA,Calf,Did Not Participate In Practice,Out
4210,JJ-0650,MIA,Toe,Did Not Participate In Practice,Out
4210,DI-0075,SD,Neck,Full Participation in Practice,Probable
4210,DF-1250,SD,Concussion,Full Participation in Practice,Probable
4210,JH-3450,SD,Shoulder,Full Participation in Practice,Probable
4210,CH-0200,SD,Abdomen,Full Participation in Practice,Probable
4210,OF-0100,SD,Illness,Full Participation in Practice,Probable
4210,LG-0750,SD,Ankle,Limited Participation in Practice,Questionable
4210,KD-1600,SD,Ankle,Did Not Participate In Practice,Out
4210,SW-1720,SD,Hip,Limited Participation in Practice,Questionable
4210,SJ-0600,SD,Groin,Did Not Participate In Practice,Doubtful
4210,SL-0700,SD,Shoulder,Limited Participation in Practice,Questionable
4211,RB-2275,CIN,Finger,Full Participation in Practice,Probable
4211,VB-0350,CIN,Knee,Full Participation in Practice,Probable
4211,TE-0300,CIN,Concussion,Out (Definitely Will Not Play),Out
4211,LH-0300,CIN,Back,Full Participation in Practice,Probable
4211,MJ-1800,CIN,Back,Full Participation in Practice,Probable
4211,AJ-1200,CIN,Foot,Full Participation in Practice,Probable
4211,AD-0100,CIN,Right Thumb,Out (Definitely Will Not Play),Out
4211,AW-1100,CIN,Knee,Full Participation in Practice,Probable
4211,GI-1300,CIN,Groin,Out (Definitely Will Not Play),Out
4211,DK-0750,CIN,Knee,Full Participation in Practice,Probable
4211,JF-1750,CIN,Concussion,Out (Definitely Will Not Play),Out
4211,EP-0300,SF,Knee,Full Participation in Practice,Probable
4211,ER-0150,SF,Shoulder,Full Participation in Practice,Probable
4211,AL-1200,SF,Concussion,Limited Participation in Practice,Questionable
4211,AB-2000,SF,Hamstring,Full Participation in Practice,Probable
4211,AB-3100,SF,Shoulder,Full Participation in Practice,Probable
4211,AB-2100,SF,Knee,Did Not Participate In Practice,Out
4211,AT-0750,SF,Knee,Full Participation in Practice,Probable
4211,MC-2950,SF,Hip,Full Participation in Practice,Probable
4211,MM-0925,SF,Ankle,Full Participation in Practice,Probable
4211,MP-2550,SF,Shoulder,Full Participation in Practice,Probable
4211,MW-1750,SF,Ankle,Did Not Participate In Practice,Out
4211,NB-0400,SF,Shoulder,Full Participation in Practice,Probable
4211,JW-0750,SF,Elbow,Full Participation in Practice,Probable
4211,JS-3300,SF,Finger,Full Participation in Practice,Probable
4211,JS-5700,SF,Knee,Full Participation in Practice,Probable
4211,QD-0200,SF,Shoulder,Full Participation in Practice,Probable
4211,AA-0562,SF,Shoulder,Full Participation in Practice,Probable
4211,VM-0250,SF,Concussion,Full Participation in Practice,Probable
4211,TB-2700,SF,Hamstring,Limited Participation in Practice,Questionable
4211,TS-2300,SF,Back,Limited Participation in Practice,Questionable
4211,EH-0150,SF,Shoulder,Full Participation in Practice,Probable
4211,KG-0350,SF,Concussion,Full Participation in Practice,Probable
4211,JT-0650,SF,Ankle,Full Participation in Practice,Probable
4212,PP-0400,ARI,Ankle,Limited Participation in Practice,Questionable
4212,RJ-0900,ARI,Ankle,Did Not Participate In Practice,Questionable
4212,SW-0700,ARI,Illness,Full Participation in Practice,Probable
4212,LF-0200,ARI,Ankle,Full Participation in Practice,Probable
4212,LS-0500,ARI,Knee,Did Not Participate In Practice,Questionable
4212,JP-4100,ARI,Calf,Limited Participation in Practice,Questionable
4212,CR-0500,ARI,Ankle,Did Not Participate In Practice,Doubtful
4212,AE-0750,ARI,Toe,Limited Participation in Practice,Questionable
4212,BG-0750,ARI,Concussion,Full Participation in Practice,Probable
4212,JG-3700,ARI,Knee,Limited Participation in Practice,Questionable
4212,FR-0200,ARI,Ankle,Limited Participation in Practice,Questionable
4212,CT-1300,PHI,Ankle,Full Participation in Practice,Probable
4212,AB-0500,PHI,Calf,Full Participation in Practice,Probable
4212,BM-0600,PHI,Ankle,Full Participation in Practice,Probable
4212,BL-1350,PHI,Knee,Full Participation in Practice,Probable
4212,JM-1550,PHI,Back,Full Participation in Practice,Probable
4212,LJ-0850,PHI,Shoulder,Full Participation in Practice,Probable
4212,MT-1100,PHI,Knee,Full Participation in Practice,Probable
4212,MS-2550,PHI,Hamstring,Full Participation in Practice,Probable
4212,VC-0400,PHI,Illness,Full Participation in Practice,Probable
4212,SB-1100,PHI,Left Shoulder,Full Participation in Practice,Probable
4212,ER-0475,PHI,Ankle,Full Participation in Practice,Probable
4213,LM-1500,DET,Ankle,Full Participation in Practice,Probable
4213,MO-0250,DET,Knee,Limited Participation in Practice,Questionable
4213,CJ-1100,DET,Ankle,Did Not Participate In Practice,Questionable
4213,EE-0050,DET,Illness,Did Not Participate In Practice,Questionable
4213,GQ-0100,DET,Ankle,Limited Participation in Practice,Questionable
4213,HN-0300,DET,Neck,Limited Participation in Practice,Questionable
4213,JE-1000,NO,Ankle,Limited Participation in Practice,Probable
4213,JJ-1650,NO,Concussion,Limited Participation in Practice,Probable
4213,JB-8800,NO,Knee,Limited Participation in Practice,Probable
4213,MC-2400,NO,Not Injury Related,Full Participation in Practice,Probable
4213,TA-0850,NO,Knee,Limited Participation in Practice,Probable
4213,ZS-0200,NO,Hip,Limited Participation in Practice,Probable
4214,ME-0425,OAK,Neck,Out (Definitely Will Not Play),Out
4214,AC-2350,OAK,Foot,Full Participation in Practice,Probable
4214,NT-0150,OAK,Neck,Limited Participation in Practice,Questionable
4214,NA-0100,OAK,Knee,Did Not Participate In Practice,Out
4214,KM-0050,OAK,Knee,Full Participation in Practice,Probable
4214,DA-2050,OAK,,Did Not Participate In Practice,
4214,CW-3700,OAK,Shoulder,Full Participation in Practice,Probable
4214,SR-0750,OAK,Abdomen,Full Participation in Practice,Probable
4214,CH-0200,SD,Abdomen,Limited Participation in Practice,Probable
4214,LG-0750,SD,Ankle,Did Not Participate In Practice,Questionable
4214,KD-1600,SD,Ankle,Did Not Participate In Practice,Out
4214,SW-1720,SD,Hip,Full Participation in Practice,Probable
4214,SJ-0600,SD,Groin,Limited Participation in Practice,Questionable
4214,SL-0700,SD,Shoulder,Did Not Participate In Practice,Out
4214,KE-0550,SD,Concussion,Did Not Participate In Practice,Out
4214,MG-1150,SD,,Did Not Participate In Practice,
4215,ER-0475,PHI,Concussion,Full Participation in Practice,Probable
4215,BM-0600,PHI,Shoulder,Did Not Participate In Practice,Questionable
4215,BL-1350,PHI,Calf,Did Not Participate In Practice,Questionable
4215,SB-1100,PHI,Left Shoulder,Full Participation in Practice,Probable
4215,SA-0500,PHI,Ankle,Did Not Participate In Practice,Questionable
4215,KR-0950,WAS,Shoulder,Full Participation in Practice,Probable
4215,JR-1150,WAS,Shoulder,Full Participation in Practice,Probable
4215,KG-0700,WAS,Calf,Full Participation in Practice,Probable
4215,MM-5450,WAS,Ankle,Limited Participation in Practice,Questionable
4215,PR-0200,WAS,Foot,Did Not Participate In Practice,Out
4215,RG-1650,WAS,Abdomen,Limited Participation in Practice,Questionable
4215,RK-0500,WAS,Toe,Full Participation in Practice,Probable
4215,WC-0300,WAS,Neck,Full Participation in Practice,Probable
4215,JL-1250,WAS,Ankle,Limited Participation in Practice,Questionable
4215,JJ-3200,WAS,Hamstring,Full Participation in Practice,Probable
4215,JH-2800,WAS,Neck,Full Participation in Practice,Probable
4215,DJ-0200,WAS,Foot,Full Participation in Practice,Probable
4215,DG-1300,WAS,Rib,Limited Participation in Practice,Questionable
4215,FK-0100,WAS,Finger,Full Participation in Practice,Probable
4215,CT-1220,WAS,Shoulder,Full Participation in Practice,Probable
4215,MJ-2275,WAS,Hip,Limited Participation in Practice,Questionable
4216,SC-0400,NE,Knee,Limited Participation in Practice,Questionable
4216,RG-2200,NE,,Did Not Participate In Practice,
4216,NE-0250,NE,Ankle,Limited Participation in Practice,Questionable
4216,PC-0300,NE,Foot,Limited Participation in Practice,Questionable
4216,JE-0100,NE,Foot,Limited Participation in Practice,Doubtful
4216,JK-1650,NE,Shoulder,Limited Participation in Practice,Questionable
4216,JF-3150,NE,Hand,Did Not Participate In Practice,Out
4216,DH-2950,NE,Knee,Limited Participation in Practice,Questionable
4216,DM-1300,NE,Ankle,Limited Participation in Practice,Questionable
4216,CJ-2050,NE,Abdomen,Full Participation in Practice,Probable
4216,DA-0900,NE,Knee,Limited Participation in Practice,Questionable
4216,BL-0100,NE,Foot,Limited Participation in Practice,Questionable
4216,JC-3518,NE,Hand,Full Participation in Practice,Probable
4216,CP-0100,NYJ,Abdomen,Limited Participation in Practice,Probable
4216,BG-0500,NYJ,Ankle,Full Participation in Practice,Probable
4216,BM-0300,NYJ,Ankle,Full Participation in Practice,Probable
4216,DM-1550,NYJ,Ankle,Full Participation in Practice,Probable
4216,DM-2350,NYJ,Hamstring,Did Not Participate In Practice,Doubtful
4216,DH-1400,NYJ,Back,Limited Participation in Practice,Probable
4216,ED-0200,NYJ,Knee,Full Participation in Practice,Probable
4216,GS-1050,NYJ,Illness,Full Participation in Practice,Probable
4216,KD-0400,NYJ,Back,Full Participation in Practice,Probable
4216,NM-0200,NYJ,Hand,Full Participation in Practice,Probable
4216,RF-0500,NYJ,Left Thumb,Full Participation in Practice,Probable
4216,QE-0100,NYJ,Neck,Limited Participation in Practice,Questionable
4217,WM-0550,HOU,Back,Full Participation in Practice,Probable
4217,CC-4550,HOU,Ankle,Full Participation in Practice,Probable
4217,XS-0100,HOU,Calf,Full Participation in Practice,Probable
4217,RM-4600,HOU,Illness,Did Not Participate In Practice,Out
4217,RG-1870,HOU,Achilles,Limited Participation in Practice,Probable
4217,MB-4950,HOU,Shoulder,Full Participation in Practice,Probable
4217,JW-1100,HOU,Hand,Full Participation in Practice,Probable
4217,KJ-0100,HOU,Ankle,Full Participation in Practice,Probable
4217,DN-0700,HOU,Elbow,Limited Participation in Practice,Probable
4217,JC-3350,HOU,Hamstring,Full Participation in Practice,Probable
4217,JC-5630,HOU,Back,Did Not Participate In Practice,Questionable
4217,BD-0150,HOU,Chest,Full Participation in Practice,Probable
4217,BH-1900,HOU,Concussion,Limited Participation in Practice,Questionable
4217,BJ-1950,HOU,Hand,Full Participation in Practice,Probable
4217,AB-1975,HOU,Back,Full Participation in Practice,Probable
4217,CP-1950,HOU,Knee,Full Participation in Practice,Probable
4217,CS-1500,HOU,Hamstring,Did Not Participate In Practice,Out
4217,MM-0912,TEN,Knee,Did Not Participate In Practice,Out
4217,DW-0500,TEN,Hamstring,Limited Participation in Practice,Probable
4217,DS-1400,TEN,Hamstring,Limited Participation in Practice,Probable
4217,HD-0300,TEN,Ankle,Limited Participation in Practice,Probable
4217,SH-1000,TEN,Knee,Full Participation in Practice,Probable
4217,KW-2550,TEN,Ribs,Full Participation in Practice,Probable
4218,DJ-1850,CLE,Hamstring,Limited Participation in Practice,Questionable
4218,AM-0100,CLE,Calf,Limited Participation in Practice,Questionable
4218,DB-5200,CLE,Thumb,Full Participation in Practice,Probable
4218,GW-1675,CLE,Concussion,Did Not Participate In Practice,Out
4218,IC-0300,CLE,Not Injury Related,Full Participation in Practice,Probable
4218,TG-0025,CLE,Not Injury Related,Full Participation in Practice,Probable
4218,TC-2450,CLE,Right Groin,Full Participation in Practice,Probable
4218,CE-0650,CLE,Ankle,Limited Participation in Practice,Questionable
4218,RS-2800,CLE,,Full Participation in Practice,
4218,JT-1600,CLE,Knee,Limited Participation in Practice,Questionable
4218,KW-1550,CLE,Shoulder,Limited Participation in Practice,Questionable
4218,MM-4500,CLE,Ribs,Limited Participation in Practice,Questionable
4218,DF-1350,KC,Knee,Full Participation in Practice,Probable
4218,DT-0850,KC,Concussion,Full Participation in Practice,Probable
4218,JH-5500,KC,Knee,Did Not Participate In Practice,Out
4218,HA-0200,KC,Concussion,Did Not Participate In Practice,Out
4218,JA-1050,KC,Ankle,Full Participation in Practice,Probable
4218,SW-0350,KC,Rib,Full Participation in Practice,Probable
4218,TK-0150,KC,Groin,Full Participation in Practice,Probable
4218,TH-0200,KC,Thumb,Did Not Participate In Practice,Questionable
4219,CA-0900,IND,Ankle,Limited Participation in Practice,Questionable
4219,AL-1100,IND,Abdomen,Limited Participation in Practice,Out
4219,JD-2550,IND,Toe,Limited Participation in Practice,Probable
4219,JF-3060,IND,Hamstring,Full Participation in Practice,Probable
4219,JM-3775,IND,Groin,Limited Participation in Practice,Questionable
4219,DM-2775,IND,Toe,Limited Participation in Practice,Questionable
4219,DJ-0500,IND,Quadricep,Full Participation in Practice,Probable
4219,EW-0100,IND,Foot,Full Participation in Practice,Probable
4219,MH-1600,IND,Back,Full Participation in Practice,Probable
4219,WG-0800,IND,Hamstring,Did Not Participate In Practice,Out
4219,DS-2350,IND,,Did Not Participate In Practice,
4219,RM-1500,MIA,Ribs,Limited Participation in Practice,Questionable
4219,MP-2000,MIA,Foot,Did Not Participate In Practice,Questionable
4219,JS-7050,MIA,Foot,Full Participation in Practice,Probable
4219,LM-1150,MIA,Quadricep,Full Participation in Practice,Probable
4219,JJ-1620,MIA,Ankle,Limited Participation in Practice,Questionable
4219,JL-0215,MIA,Knee,Limited Participation in Practice,Probable
4219,EM-1200,MIA,Calf,Did Not Participate In Practice,Doubtful
4219,BT-1250,MIA,Calf,Limited Participation in Practice,Probable
4219,BA-0200,MIA,Knee,Full Participation in Practice,Probable
4219,DP-0350,MIA,Ankle,Limited Participation in Practice,Probable
4219,JJ-0650,MIA,Toe,Limited Participation in Practice,Doubtful
4220,RW-0150,BAL,Knee,Full Participation in Practice,Probable
4220,JS-4300,BAL,Thigh,Full Participation in Practice,Probable
4220,MB-4050,BAL,Back,Did Not Participate In Practice,Out
4220,AM-1200,BAL,Ankle,Did Not Participate In Practice,Doubtful
4220,DS-2700,BAL,Not Injury Related,Full Participation in Practice,Probable
4220,WG-0500,PIT,Not Injury Related,Full Participation in Practice,Probable
4220,WA-0100,PIT,Not Injury Related,Full Participation in Practice,Probable
4220,MS-3400,PIT,Knee,Full Participation in Practice,Probable
4220,MM-3700,PIT,Shoulder,Full Participation in Practice,Probable
4220,JH-2100,PIT,Not Injury Related,Full Participation in Practice,Probable
4221,TY-0150,JAC,Knee,Did Not Participate In Practice,Doubtful
4221,AC-0250,JAC,Wrist,Full Participation in Practice,Probable
4221,TS-2050,JAC,Shoulder,Did Not Participate In Practice,Doubtful
4221,RM-4200,JAC,Knee,Limited Participation in Practice,Probable
4221,PP-0800,JAC,Hand,Full Participation in Practice,Probable
4221,RD-0650,JAC,Knee,Full Participation in Practice,Probable
4221,SB-1600,JAC,Thumb,Limited Participation in Practice,Probable
4221,NJ-0150,JAC,Hamstring,Full Participation in Practice,Probable
4221,DS-2200,JAC,Hamstring,Full Participation in Practice,Probable
4221,DR-2250,JAC,Foot,Full Participation in Practice,Probable
4221,DG-2450,JAC,Hamstring,Full Participation in Practice,Probable
4221,AH-3900,JAC,Thigh,Full Participation in Practice,Probable
4221,AC-2250,JAC,Illness,Did Not Participate In Practice,Probable
4221,CC-2600,JAC,Not Injury Related,Full Participation in Practice,Probable
4221,BW-0400,JAC,Back,Full Participation in Practice,Probable
4221,DB-3800,NO,Foot,Limited Participation in Practice,Questionable
4221,BW-0700,NO,Knee,Did Not Participate In Practice,Questionable
4221,DE-0600,NO,Hip,Did Not Participate In Practice,Out
4221,JB-8800,NO,Knee,Full Participation in Practice,Probable
4221,MC-2400,NO,Chest,Did Not Participate In Practice,Questionable
4221,TA-0850,NO,Knee,Did Not Participate In Practice,Questionable
4221,ZS-0200,NO,Elbow,Did Not Participate In Practice,Questionable
4222,MO-0250,DET,Knee,Limited Participation in Practice,Questionable
4222,LW-0350,DET,Quadricep,Limited Participation in Practice,Questionable
4222,HN-0300,DET,Neck,Limited Participation in Practice,Questionable
4222,GQ-0100,DET,Concussion,Limited Participation in Practice,Questionable
4222,JB-8700,DET,Foot,Limited Participation in Practice,Questionable
4222,CJ-1100,DET,Ankle,Limited Participation in Practice,Questionable
4222,DB-1725,DET,Illness,Full Participation in Practice,Questionable
4222,CR-0650,DET,Ankle,Limited Participation in Practice,Questionable
4222,DJ-1750,SF,Ankle,Full Participation in Practice,Probable
4222,EP-0300,SF,Knee,Full Participation in Practice,Probable
4222,AL-1200,SF,Concussion,Full Participation in Practice,Probable
4222,AB-2100,SF,Knee,Did Not Participate In Practice,Out
4222,AB-3100,SF,Shoulder,Full Participation in Practice,Probable
4222,MM-0925,SF,Concussion,Did Not Participate In Practice,Out
4222,NB-0400,SF,Shoulder,Full Participation in Practice,Probable
4222,MW-1750,SF,Ankle,Did Not Participate In Practice,Out
4222,JS-5700,SF,Knee,Full Participation in Practice,Probable
4222,SD-0800,SF,Knee,Did Not Participate In Practice,Out
4222,QD-0200,SF,Shoulder,Full Participation in Practice,Probable
4222,AA-0562,SF,Shoulder,Full Participation in Practice,Probable
4222,TB-2700,SF,Hamstring,Full Participation in Practice,Probable
4222,TS-2300,SF,Back,Full Participation in Practice,Probable
4222,JT-0650,SF,Knee,Full Participation in Practice,Probable
4222,EH-0150,SF,Shoulder,Full Participation in Practice,Probable
4223,EW-1600,BUF,Shoulder,Limited Participation in Practice,Probable
4223,AD-1300,BUF,Knee,Full Participation in Practice,Probable
4223,BR-0150,BUF,Knee,Limited Participation in Practice,Probable
4223,CC-2100,BUF,Back,Did Not Participate In Practice,Out
4223,MW-2300,BUF,Hand,Limited Participation in Practice,Probable
4223,NB-0500,BUF,Ankle,Did Not Participate In Practice,Out
4223,LM-1000,BUF,Knee,Did Not Participate In Practice,Out
4223,SC-0550,BUF,Shoulder,Full Participation in Practice,Probable
4223,RB-3350,BUF,Neck,Full Participation in Practice,Probable
4223,WP-0650,BUF,Hip,Limited Participation in Practice,Probable
4223,JM-4550,BUF,Ankle,Limited Participation in Practice,Probable
4223,KW-1150,BUF,Shoulder,Limited Participation in Practice,Probable
4223,RD-0050,BUF,Groin,Limited Participation in Practice,Questionable
4223,MC-1350,DAL,Hamstring,Did Not Participate In Practice,Questionable
4223,KW-0960,DAL,Shoulder,Limited Participation in Practice,Questionable
4223,JW-6000,DAL,Chest,Limited Participation in Practice,Probable
4223,RM-2000,DAL,Concussion,Full Participation in Practice,Probable
4223,TR-0800,DAL,Left Shoulder,Out (Definitely Will Not Play),Out
4223,JH-3210,DAL,Shoulder,Limited Participation in Practice,Probable
4223,GE-0250,DAL,Achilles,Out (Definitely Will Not Play),Out
4223,DL-0450,DAL,Chest,Limited Participation in Practice,Probable
4223,DB-5300,DAL,Foot,Did Not Participate In Practice,Doubtful
4223,CJ-2100,DAL,Left Knee,Full Participation in Practice,Probable
4223,CB-1130,DAL,Knee,Did Not Participate In Practice,Questionable
4224,AJ-0430,CHI,Hamstring,Did Not Participate In Practice,Doubtful
4224,ER-0500,CHI,Knee,Limited Participation in Practice,Questionable
4224,TP-2000,CHI,Ankle,Limited Participation in Practice,Questionable
4224,AA-0543,CHI,Shoulder,Limited Participation in Practice,Questionable
4224,BC-0150,CHI,Quadricep,Limited Participation in Practice,Questionable
4224,PM-0500,CHI,Knee,Limited Participation in Practice,Questionable
4224,SM-1050,CHI,Concussion,Did Not Participate In Practice,Doubtful
4224,LM-0200,TB,Knee,Limited Participation in Practice,Questionable
4224,VJ-0100,TB,Knee,Did Not Participate In Practice,Out
4224,AS-3050,TB,Ankle,Did Not Participate In Practice,Out
4224,BC-0600,TB,Ankle,Full Participation in Practice,Probable
4224,CC-4000,TB,Knee,Limited Participation in Practice,Doubtful
4224,GJ-0800,TB,Calf,Full Participation in Practice,Probable
4224,GM-0500,TB,Hand,Full Participation in Practice,Probable
4224,KB-2250,TB,Groin,Did Not Participate In Practice,Doubtful
4225,DH-2700,ATL,Toe,Limited Participation in Practice,Probable
4225,JM-1450,ATL,Back,Full Participation in Practice,Probable
4225,CC-1700,ATL,Shoulder,Limited Participation in Practice,Probable
4225,PS-0600,ATL,Calf,Full Participation in Practice,Probable
4225,PW-1400,ATL,Knee,Limited Participation in Practice,Probable
4225,RH-0150,ATL,Knee,Limited Participation in Practice,Questionable
4225,TC-2050,ATL,Concussion,Did Not Participate In Practice,Out
4225,GJ-0250,ATL,Shoulder,Limited Participation in Practice,Out
4225,DM-0650,CAR,Hamstring,Did Not Participate In Practice,Out
4225,TG-0900,CAR,Quad,Full Participation in Practice,Probable
4225,KL-1400,CAR,Concussion,Limited Participation in Practice,Questionable
4225,JS-6700,CAR,Foot,Did Not Participate In Practice,Out
4225,CJ-1300,CAR,Calf,Full Participation in Practice,Probable
4225,CN-0500,CAR,Not Injury Related,Full Participation in Practice,Probable
4226,RO-0400,SEA,Calf,Did Not Participate In Practice,Questionable
4226,KC-0900,SEA,Pelvis,Did Not Participate In Practice,Questionable
4226,ML-2500,SEA,Abdomen,Out (Definitely Will Not Play),Out
4226,MB-1900,SEA,Toe,Full Participation in Practice,Questionable
4226,CA-1300,SEA,Not Injury Related,Full Participation in Practice,Probable
4226,DB-0500,SEA,Hamstring,Full Participation in Practice,Questionable
4226,AM-1400,SEA,Knee,Did Not Participate In Practice,Doubtful
4226,JH-4050,SEA,Toe,Did Not Participate In Practice,Doubtful
4226,JK-0250,SEA,Calf,Full Participation in Practice,Probable
4226,JL-0230,SEA,Knee,Full Participation in Practice,Probable
4226,DS-1730,SEA,Ankle,Full Participation in Practice,Probable
4226,EP-0250,STL,Ankle,Limited Participation in Practice,Questionable
4226,AD-1487,STL,Knee,Did Not Participate In Practice,Out
4226,BM-0250,STL,Knee,Full Participation in Practice,Questionable
4226,LJ-1800,STL,Back,Limited Participation in Practice,Questionable
4227,RJ-0900,ARI,Ankle,Limited Participation in Practice,Questionable
4227,PP-0400,ARI,Ankle,Full Participation in Practice,Probable
