pid,rb,te,drp,mbt,yac
719561,1,1,0,0,0
719563,1,2,0,0,2
719565,1,2,0,0,0
719566,1,1,0,0,0
719567,1,1,0,0,0
719569,1,2,0,0,0
719570,1,2,0,0,5
719571,1,1,0,0,0
719572,1,1,0,0,0
719573,1,1,0,0,0
719575,1,1,0,0,6
719577,2,1,0,1,0
719578,1,2,0,0,3
719579,2,1,0,0,0
719580,2,0,0,0,1
719581,1,1,0,0,0
719582,1,1,0,0,0
719583,2,2,0,0,0
719584,1,1,0,0,0
719585,1,1,1,0,0
719587,2,1,0,0,0
719588,1,1,0,0,0
719589,1,1,0,0,0
719590,1,2,0,1,14
719591,1,2,0,0,0
719592,1,2,0,0,0
719593,1,2,0,0,0
719596,1,1,0,0,0
719597,1,1,0,0,0
719598,2,1,0,0,4
719600,2,1,0,1,9
719601,2,1,0,0,0
719602,1,3,0,0,0
719603,1,2,0,0,3
719606,1,1,0,1,10
719607,2,0,0,0,0
719608,1,2,0,0,0
719609,1,1,0,0,0
719612,1,1,0,0,-1
719613,1,3,0,0,5
719614,1,1,0,0,0
719615,1,1,0,0,0
719617,1,1,0,0,1
719619,1,1,1,0,0
719620,1,1,0,0,0
719621,1,1,0,0,0
719622,1,1,0,0,0
719623,1,1,0,1,0
719624,1,1,0,0,0
719625,1,1,0,0,0
719626,1,1,0,0,2
719627,1,1,0,0,6
719628,1,1,0,0,0
719631,2,1,0,0,0
719632,1,1,0,0,0
719633,1,1,0,0,0
719635,1,1,0,0,10
719636,1,1,0,0,0
719637,1,1,0,1,11
719638,1,1,0,0,0
719639,1,1,0,0,1
719640,1,1,0,1,7
719641,1,1,0,0,0
719642,2,1,0,0,0
719643,1,2,0,0,0
719646,1,1,0,0,0
719647,1,1,1,0,0
719648,1,1,0,0,0
719649,1,1,0,1,0
719650,1,1,0,1,21
719651,1,1,0,0,0
719652,1,1,0,0,0
719653,1,1,0,0,0
719654,1,1,0,0,0
719655,1,1,0,0,0
719657,1,1,0,0,0
719658,1,1,0,0,0
719659,1,1,0,0,11
719660,1,1,0,0,0
719661,1,1,0,0,0
719662,1,1,0,0,0
719665,1,3,0,0,3
719666,1,1,0,0,2
719667,1,1,0,0,0
719668,2,1,0,0,0
719669,1,1,0,1,16
719670,1,1,0,0,0
719671,1,1,0,0,0
719672,2,1,0,0,0
719673,2,1,0,0,0
719674,1,2,0,0,0
719675,1,1,0,0,0
719676,2,2,0,0,0
719677,2,1,0,0,8
719678,1,2,0,0,0
719679,1,1,0,0,3
719680,2,1,0,2,0
719681,1,1,0,2,0
719682,1,1,0,0,0
719683,1,1,0,0,0
719686,1,1,0,0,1
719687,1,1,1,0,0
719688,1,1,0,0,8
719689,1,1,0,0,0
719690,2,1,0,0,0
719691,2,1,0,0,0
719693,1,1,1,0,0
719695,1,2,0,0,0
719696,2,1,0,0,0
719697,1,1,0,0,0
719699,2,1,0,0,0
719700,2,2,0,0,0
719701,1,1,0,0,0
719702,2,1,0,0,0
719703,2,1,0,0,0
719705,2,1,0,0,0
719706,2,1,0,0,0
719707,2,1,0,0,12
719708,2,1,0,1,0
719710,1,1,0,0,0
719712,1,1,0,0,0
719713,1,1,0,0,0
719714,1,1,0,0,0
719716,1,1,0,0,2
719717,1,1,0,0,0
719718,1,2,0,0,8
719719,1,1,0,0,3
719720,1,1,0,0,0
719721,1,2,0,0,0
719722,1,1,0,0,0
719723,1,1,0,0,0
719724,1,1,0,0,0
719728,1,1,1,0,0
719729,1,1,0,0,0
719730,1,1,0,0,0
719732,1,1,0,0,8
719733,1,1,0,0,23
719734,1,1,0,0,0
719735,1,2,0,1,0
719736,1,1,0,0,2
719737,1,1,0,0,0
719738,1,2,0,1,0
719739,1,1,0,0,0
719741,2,1,0,1,0
719742,2,1,0,0,0
719743,2,1,0,1,0
719744,1,1,0,0,0
719745,1,1,0,0,0
719748,1,1,0,0,0
719749,1,1,0,0,0
719751,1,1,0,0,4
719753,2,1,0,0,6
719754,2,1,0,0,0
719755,2,1,0,0,1
719756,2,1,0,1,6
719757,2,1,0,1,0
719758,1,1,0,0,0
719759,1,1,0,0,0
719760,1,1,1,0,0
719763,1,1,0,1,0
719764,1,1,0,0,0
719766,1,1,0,0,0
719767,1,1,0,0,0
719768,1,1,0,0,0
719769,1,1,0,0,0
719770,1,1,0,0,3
719771,1,1,0,0,1
719773,1,1,1,0,0
719774,1,0,1,0,0
719775,1,1,0,0,15
719776,1,1,0,0,0
719777,1,0,0,0,0
719779,1,1,0,0,0
719780,1,1,0,0,0
719781,1,1,0,0,3
719782,1,1,0,0,9
719783,1,1,0,1,0
719784,1,1,0,1,0
719786,1,1,1,0,0
719787,1,1,0,0,0
719788,1,2,0,0,3
719789,1,2,0,1,0
719790,1,1,0,0,0
719791,1,1,0,0,0
719792,1,1,0,0,0
719795,1,1,0,0,6
719796,1,1,0,0,0
719797,1,1,0,0,0
719798,1,1,0,1,0
719799,1,1,0,0,0
719800,2,1,1,0,0
719801,1,1,0,0,6
719804,1,1,0,0,0
719805,1,1,0,0,9
719806,1,1,0,0,0
719807,1,1,0,0,1
719808,1,1,0,0,0
719809,1,1,0,1,0
719810,1,1,0,0,0
719811,1,2,0,0,0
719812,1,2,0,0,0
719816,1,1,0,1,0
719817,1,1,0,0,43
719820,1,1,0,0,2
719821,1,1,0,0,0
719822,1,1,0,0,7
719823,1,1,0,0,0
719825,1,1,0,0,0
719827,1,1,0,0,0
719828,1,2,0,0,0
719829,1,1,0,0,0
719831,1,1,0,0,5
719832,1,1,0,0,1
719833,1,1,0,0,3
719834,1,1,0,0,0
719835,1,1,0,0,0
719838,1,1,0,0,2
719839,1,1,0,0,2
719841,1,1,0,0,0
719845,1,2,0,0,5
719847,1,2,0,0,0
719848,1,1,0,0,3
719849,1,1,1,0,0
719851,1,2,0,0,0
719852,1,1,0,0,0
719853,1,1,1,0,0
719855,1,1,0,0,0
719856,1,1,0,0,0
719858,1,0,0,0,7
719859,1,1,1,0,0
719860,1,1,0,1,0
719861,1,1,0,0,0
719862,1,2,0,0,0
719865,1,1,0,0,4
719866,1,1,1,0,0
719867,1,1,0,0,0
719868,1,2,0,0,0
719869,1,2,0,0,0
719870,1,2,0,0,0
719872,2,1,0,0,0
719873,2,1,0,0,0
719874,2,1,0,0,0
719875,1,2,0,0,0
719876,1,2,0,0,0
719877,1,2,0,0,0
719878,1,1,0,0,0
719880,1,2,0,0,0
719881,1,2,0,0,7
719882,1,1,0,0,0
719884,1,1,0,1,0
719885,1,1,0,0,0
719886,1,1,0,0,0
719887,1,1,0,0,0
719888,0,1,0,0,2
719889,1,2,0,0,0
719890,1,1,0,0,0
719891,1,1,0,0,0
719893,2,1,0,0,0
719896,1,1,0,1,0
719897,1,1,0,0,0
719898,1,1,0,0,0
719899,2,1,0,0,0
719900,1,1,0,0,0
719904,1,1,0,0,0
719906,1,1,1,0,0
719907,1,2,0,0,0
719908,1,2,0,0,1
719909,1,1,0,0,0
719910,2,1,0,0,0
719911,2,1,0,0,3
719912,1,1,0,0,0
719913,1,2,0,1,0
719914,1,2,0,0,0
719916,1,1,0,0,9
719917,1,2,0,0,0
719918,0,1,0,0,5
719920,1,1,0,0,0
719921,1,1,0,0,6
719922,1,1,0,0,0
719924,1,1,0,0,0
719925,1,1,1,0,0
719926,1,1,0,0,0
719928,1,1,0,1,0
719929,1,1,0,0,0
719930,1,1,0,0,0
719931,1,2,0,0,0
719932,1,2,0,0,1
719933,1,1,0,0,0
719934,1,1,0,0,0
719937,1,1,0,0,10
719938,1,1,0,0,0
719940,1,1,0,0,0
719942,1,1,0,0,0
719943,1,1,0,0,0
719944,1,1,0,0,1
719945,1,1,0,0,0
719946,1,1,0,0,0
719947,1,1,0,0,2
719948,1,1,0,0,0
719951,1,1,0,0,0
719952,1,1,0,0,0
719953,1,1,0,0,14
719954,1,1,0,0,0
719957,1,2,0,0,0
719958,1,1,0,0,0
719959,1,2,0,0,0
719961,1,2,0,0,6
719964,1,1,0,0,0
719965,1,1,0,0,0
719966,1,1,0,0,0
719969,1,2,0,0,10
719970,1,2,0,0,0
719971,1,1,0,0,0
719972,1,1,0,0,0
719973,1,1,0,1,5
719974,1,2,0,0,0
719975,1,1,0,0,0
719977,1,2,0,0,0
719978,1,1,0,0,0
719979,1,1,0,0,6
719982,1,1,0,0,0
719984,1,1,1,0,0
719985,1,1,0,0,9
719988,1,2,0,0,0
719989,0,1,0,0,0
719990,1,1,0,0,0
719992,1,3,0,0,0
719993,1,2,0,0,0
719994,1,1,0,0,0
719996,1,2,0,0,0
719997,1,2,0,0,0
719998,1,2,0,0,0
719999,1,1,0,0,0
720000,1,1,0,0,9
720001,1,2,0,0,0
720002,1,1,0,0,0
720004,1,3,0,1,0
720005,1,3,0,0,0
720006,1,3,0,1,0
720007,1,2,0,0,0
720008,1,2,0,0,0
720009,1,2,0,1,0
720010,1,1,0,0,0
720012,1,3,0,0,0
720013,1,3,0,1,0
720014,1,3,0,1,0
720017,1,1,0,2,0
720018,1,1,0,1,0
720019,1,1,0,0,0
720021,1,3,0,0,0
720022,1,3,0,0,0
720023,1,3,0,1,0
720025,1,1,0,0,3
720026,1,1,0,0,8
720027,1,1,0,0,0
720028,1,1,0,0,1
720029,1,1,0,0,0
720030,1,1,0,0,0
720031,1,1,0,0,7
720033,1,1,0,0,0
720034,1,1,0,0,22
720036,1,2,0,0,5
720037,1,2,0,0,0
720038,1,2,0,0,0
720039,1,2,0,0,0
720041,1,1,0,0,0
720043,1,1,0,0,0
720044,1,1,0,0,4
720045,1,2,0,0,1
720046,1,2,0,0,0
720047,1,1,0,0,8
720048,1,1,0,0,0
720049,2,1,0,0,2
720050,2,1,0,0,0
720051,1,2,0,0,0
720052,1,1,0,0,0
720053,1,2,0,0,0
720054,1,1,0,1,0
720055,0,1,0,0,0
720058,2,1,0,0,0
720059,1,2,0,0,0
720060,1,0,0,0,3
720061,1,2,0,0,2
720062,1,1,0,0,0
720063,1,2,0,0,0
720064,1,3,0,0,0
720065,1,1,0,0,0
720066,2,1,0,0,0
720067,2,1,0,0,0
720068,1,1,0,0,0
720069,1,1,0,0,0
720071,1,2,1,0,0
720072,1,1,0,0,0
720073,1,0,0,0,0
720074,1,1,0,0,0
720077,1,2,0,0,0
720078,1,2,0,0,0
720079,1,1,0,1,0
720080,1,1,0,0,4
720081,1,3,0,0,0
720082,1,2,0,0,0
720083,1,1,1,0,0
720085,1,1,1,0,0
720086,1,1,0,0,0
720087,0,1,0,0,1
720088,1,2,0,0,0
720089,1,2,0,0,6
720090,1,2,0,0,0
720091,0,2,0,0,1
720092,2,2,0,0,0
720093,1,2,0,0,0
720094,1,1,0,0,0
720096,1,2,0,0,0
720097,2,1,0,0,3
720098,2,2,0,0,0
720100,1,2,0,0,0
720101,1,1,0,0,0
720102,0,2,0,0,0
720103,1,1,0,1,0
720104,1,1,0,0,0
720105,1,1,0,0,0
720106,1,1,0,1,3
720107,1,1,0,0,0
720108,1,1,0,0,0
720109,1,1,0,0,13
720110,1,1,0,0,0
720111,1,1,0,0,13
720112,1,1,0,0,0
720115,1,1,0,1,15
720116,1,1,0,1,0
720117,1,1,0,0,0
720118,1,2,0,0,0
720120,1,2,0,0,1
720121,1,0,0,0,0
720122,1,1,0,0,4
720123,1,1,0,0,0
720124,1,2,0,0,14
720125,1,2,0,0,5
720126,1,0,0,0,0
720129,1,2,0,0,0
720130,1,1,1,0,0
720131,1,1,0,0,6
720132,1,1,0,0,0
720133,1,1,0,0,0
720134,1,1,0,0,3
720135,1,2,0,0,0
720136,0,1,0,0,0
720137,1,1,0,0,0
720138,1,3,0,0,23
720139,1,2,0,0,0
720140,2,1,0,0,5
720141,1,2,0,0,0
720144,1,2,0,0,8
720145,1,2,0,1,0
720146,2,1,0,0,2
720147,1,1,0,0,0
720148,1,1,0,0,0
720149,0,1,0,0,9
720150,1,1,0,0,0
720151,1,1,1,0,0
720152,0,0,0,0,0
720154,1,1,0,0,0
720155,0,2,0,0,7
720156,1,2,0,0,0
720157,1,1,0,1,7
720158,1,2,0,0,0
720159,1,1,0,0,0
720160,1,1,0,0,0
720161,1,1,0,0,1
720162,1,1,0,0,0
720165,1,2,0,0,0
720166,1,0,0,0,0
720167,1,0,0,0,0
720169,1,0,0,0,0
720170,2,1,0,0,0
720171,1,1,1,0,0
720172,1,1,0,0,3
720173,2,1,0,0,0
720174,1,2,0,0,11
720175,1,1,0,1,0
720177,1,2,0,0,0
720178,1,1,0,0,0
720181,1,2,0,0,0
720182,1,1,0,0,0
720183,2,1,0,0,0
720184,1,1,0,0,0
720185,1,1,0,0,0
720188,1,1,0,0,0
720189,1,1,0,0,2
720190,1,1,0,0,0
720191,1,1,0,0,0
720192,1,1,0,0,4
720193,1,1,0,0,0
720196,2,2,0,0,0
720197,2,2,0,0,0
720199,1,1,0,0,0
720200,1,2,0,0,0
720201,0,0,1,0,0
720204,2,1,0,0,0
720207,0,0,0,0,0
720208,0,1,0,0,0
720209,0,0,0,0,11
720211,0,1,0,0,0
720212,0,1,0,0,0
720213,0,1,0,0,0
720216,2,1,0,0,0
720217,1,1,0,1,0
720218,2,1,0,0,0
720219,1,3,0,1,30
720220,1,3,0,0,0
720221,1,3,0,0,0
720224,1,1,0,0,0
720225,0,1,0,0,0
720226,0,1,0,0,0
720228,2,1,0,0,0
720229,0,3,0,0,18
720230,2,2,0,0,0
720231,1,2,0,0,0
720232,1,1,0,2,9
720233,1,2,0,0,0
720234,2,1,0,0,0
720235,1,1,0,1,5
720236,1,2,0,0,0
720239,1,1,0,0,0
720240,1,1,0,0,0
720241,1,1,0,0,3
720242,1,1,0,0,5
720243,0,1,0,0,0
720244,1,1,0,0,8
720245,1,1,0,0,2
720246,1,1,0,0,7
720248,1,1,0,0,0
720251,2,2,0,0,0
720252,1,1,0,0,2
720253,1,1,0,0,22
720254,2,1,0,0,0
720258,1,1,0,0,31
720259,1,1,0,1,16
720260,1,1,0,0,2
720261,1,1,0,0,0
720263,1,1,0,1,3
720264,1,1,0,0,2
720265,1,1,0,0,0
720268,1,3,0,1,0
720269,1,3,0,0,0
720270,2,1,0,0,0
720271,2,1,0,0,0
720273,1,3,0,0,0
720274,1,1,0,0,0
720275,1,1,0,0,2
720278,1,1,0,0,2
720279,1,1,0,0,0
720280,1,1,0,0,0
720281,1,1,0,0,20
720282,1,1,0,1,5
720283,1,1,0,1,15
720286,1,1,0,0,1
720287,1,1,1,0,0
720288,1,1,0,0,0
720290,1,1,0,0,0
720291,1,1,0,0,0
720292,1,1,0,0,0
720293,1,1,0,0,0
720295,1,1,0,0,0
720296,1,1,0,0,0
720297,1,1,0,0,0
720299,1,1,0,0,0
720300,1,1,0,0,0
720301,1,1,0,0,0
720302,1,1,0,0,0
720303,1,1,0,0,0
720304,0,1,0,1,0
720305,0,1,1,0,0
720306,1,1,0,0,6
720307,1,1,0,0,10
720308,1,1,0,0,0
720311,1,3,0,0,0
720312,1,1,0,0,9
720313,2,1,0,0,0
720314,1,2,0,1,7
720315,1,1,0,0,15
720318,0,1,0,1,7
720319,0,1,0,0,0
720320,0,1,0,0,4
720321,1,1,0,0,1
720322,1,1,0,0,0
720323,1,1,0,0,3
720324,1,1,0,1,6
720326,1,1,1,0,0
720328,1,1,0,0,0
720329,1,1,0,0,0
720332,2,1,0,0,0
720334,1,1,0,0,3
720335,1,1,0,0,0
720338,1,1,0,0,4
720339,1,1,0,0,0
720340,1,1,0,0,0
720341,1,1,0,0,0
720342,1,1,1,0,0
720343,2,2,0,0,0
720344,2,2,0,1,0
720345,1,1,0,0,0
720346,1,1,0,1,4
720349,1,1,0,0,0
720350,1,1,0,0,0
720351,1,1,0,0,0
720352,1,3,0,0,0
720353,1,2,0,0,0
720354,1,1,0,0,0
720355,1,3,0,0,0
720356,2,2,0,0,0
720357,1,3,0,0,0
720358,1,3,0,0,0
720359,1,1,0,0,0
720362,0,1,0,0,1
720363,1,1,0,0,0
720364,1,1,0,0,0
720365,0,1,1,0,0
720366,0,1,0,0,0
720368,2,2,0,0,0
720369,2,2,0,0,0
720370,2,2,0,0,0
720373,0,1,0,1,12
720374,0,1,0,0,0
720375,0,1,1,0,0
720376,0,1,1,0,0
720377,2,2,0,0,0
720379,1,2,0,0,0
720380,1,2,0,0,1
720381,1,1,0,0,0
720382,1,2,0,0,2
720383,1,2,0,0,0
720384,1,1,0,0,0
720387,1,2,0,0,0
720388,1,2,0,0,6
720389,1,3,0,0,2
720390,1,2,0,0,0
720391,1,2,0,0,0
720392,1,2,0,0,0
720393,1,2,0,1,0
720394,1,1,0,0,0
720395,1,2,0,1,0
720396,1,2,0,0,1
720397,1,1,0,0,7
720398,1,2,0,0,4
720399,1,1,0,0,0
720402,1,2,0,0,0
720403,1,2,0,0,3
720404,1,1,0,0,0
720405,1,2,0,0,0
720406,1,2,0,0,0
720407,2,1,0,0,4
720408,2,1,0,0,0
720409,2,1,0,1,0
720410,2,2,0,0,0
720411,2,2,0,0,0
720414,1,1,0,0,0
720415,1,1,0,1,0
720416,1,1,0,2,0
720417,1,1,0,0,0
720418,1,1,0,0,2
720420,1,1,0,0,0
720421,1,1,0,0,0
720422,2,1,0,0,0
720423,2,1,0,0,0
720424,2,1,0,0,0
720425,2,1,0,0,0
720427,0,2,0,0,0
720429,1,1,0,0,0
720430,1,1,0,0,0
720431,1,1,0,0,0
720432,1,1,0,0,0
720433,1,1,0,0,0
720434,1,1,0,0,0
720435,1,1,0,0,0
720438,2,0,0,0,0
720439,1,1,0,0,0
720440,1,1,0,0,0
720441,1,1,0,0,0
720442,2,1,0,0,0
720443,1,1,0,0,4
720444,1,1,0,0,0
720445,1,1,0,0,0
720446,1,1,0,0,0
720447,1,1,1,0,0
720449,1,1,0,0,0
720450,1,1,0,0,2
720451,1,1,0,0,0
720452,1,1,0,2,12
720453,1,1,0,0,0
720454,1,1,0,0,0
720455,1,1,0,0,0
720456,1,1,0,0,0
720457,1,2,0,0,0
720458,1,1,0,0,0
720459,1,1,0,0,0
720460,1,1,0,0,0
720461,1,2,0,0,0
720463,1,2,0,0,0
720464,1,2,0,0,0
720465,1,1,0,0,0
720467,1,1,0,0,0
720468,1,1,0,1,0
720469,1,1,0,1,8
720470,1,1,0,0,0
720471,1,1,0,0,3
720472,1,1,0,1,15
720473,1,1,0,0,0
720474,1,1,0,0,0
720475,1,1,0,0,3
720477,1,2,0,1,0
720478,1,2,0,0,0
720479,2,1,0,0,0
720480,1,1,0,0,0
720481,1,2,0,0,1
720482,1,1,0,0,0
720484,1,2,0,0,0
720485,1,2,0,0,0
720486,1,1,0,0,0
720488,1,2,0,0,4
720491,1,2,0,0,0
720494,1,2,0,1,0
720495,1,2,0,0,0
720496,1,1,0,0,2
720497,1,1,0,0,0
720498,1,1,0,0,0
720499,1,1,0,0,0
720502,1,2,0,0,0
720504,2,1,0,0,0
720505,1,1,0,0,0
720506,2,2,0,0,0
720507,2,2,0,0,0
720508,1,1,0,0,0
720509,2,2,0,0,0
720510,2,2,0,0,0
720511,1,1,0,0,0
720512,1,1,0,1,0
720515,1,1,0,0,1
720516,1,1,0,0,0
720517,1,1,0,0,0
720518,1,1,0,0,0
720519,1,1,0,0,0
720520,1,1,0,0,0
720522,2,2,0,0,0
720523,2,2,0,0,0
720524,1,2,0,0,0
720525,1,2,0,1,6
720527,1,1,0,0,0
720528,1,1,0,0,8
720529,1,1,0,0,0
720530,1,1,0,0,6
720531,1,1,0,0,0
720533,1,1,0,0,3
720534,1,1,1,0,0
720535,1,1,0,0,0
720538,2,2,0,0,0
720539,2,2,0,0,0
720540,1,1,0,0,2
720541,2,2,0,0,0
720542,2,2,0,0,0
720543,2,2,0,0,0
720545,1,2,0,0,0
720546,1,2,0,0,0
720547,1,2,0,0,0
720548,1,1,0,0,0
720549,1,1,0,0,0
720550,1,1,0,0,0
720551,1,2,0,0,0
720552,1,1,0,0,0
720555,1,1,0,2,7
720556,2,1,0,0,4
720557,2,0,0,0,0
720558,1,2,0,0,0
720560,1,2,1,0,0
720561,1,2,0,0,0
720562,1,1,0,0,0
720563,1,1,0,1,0
720564,1,1,0,0,0
720565,1,2,0,0,0
720567,1,2,0,0,2
720568,1,1,0,0,0
720569,1,1,1,0,0
720571,1,2,1,0,0
720572,1,1,0,0,0
720574,1,2,0,0,0
720575,1,1,0,1,0
720576,0,2,1,0,0
720578,1,2,0,0,0
720579,1,1,0,0,0
720580,1,1,0,0,6
720582,1,1,0,1,0
720583,2,2,0,0,0
720585,2,1,0,2,0
720586,1,1,0,0,0
720587,1,1,0,0,0
720588,1,1,0,0,0
720589,1,1,0,0,6
720590,1,1,0,0,0
720592,1,2,0,0,13
720593,1,1,0,0,2
720594,1,2,0,3,0
720597,1,3,0,0,0
720599,1,2,0,0,1
720600,1,3,0,0,0
720601,1,3,0,0,0
720602,1,1,1,0,0
720604,1,2,0,0,5
720605,1,2,0,0,0
720607,1,2,0,0,0
720608,1,1,0,1,0
720609,1,2,0,0,5
720610,1,2,1,0,0
720611,1,1,0,0,0
720613,1,1,0,0,0
720614,1,1,0,0,0
720617,1,1,0,0,6
720619,1,1,0,0,1
720620,1,1,0,0,8
720621,1,1,0,0,0
720622,1,1,0,0,6
720623,2,2,0,0,0
720624,1,1,0,0,3
720625,1,1,0,0,7
720627,1,1,0,0,0
720628,1,1,0,0,5
720629,1,1,0,0,0
720632,2,2,0,0,0
720634,1,2,0,0,1
720635,1,2,0,1,0
720636,1,1,0,0,0
720637,1,3,0,0,3
720638,1,1,0,0,0
720639,1,2,0,0,0
720640,1,1,0,0,0
720641,1,1,0,0,0
720643,1,1,1,0,0
720644,1,1,0,0,0
720645,1,1,0,0,2
720647,1,1,0,0,0
720648,1,2,0,0,0
720649,1,1,0,0,0
720650,2,1,0,1,0
720651,2,2,0,0,0
720652,1,2,0,0,0
720653,1,2,0,0,0
720654,1,2,0,0,0
720655,2,2,0,0,0
720656,2,2,0,0,0
720657,1,2,1,0,0
720658,1,1,0,1,4
720659,1,1,0,0,0
720660,1,1,0,0,3
720661,1,1,0,0,0
720662,1,1,0,0,0
720663,1,2,0,0,0
720665,1,1,0,0,0
720666,1,1,0,1,22
720667,1,1,0,0,0
720668,1,1,0,0,4
720669,1,1,0,0,0
720670,1,1,0,0,0
720671,1,1,0,0,7
720672,1,1,0,0,0
720673,1,2,0,0,0
720674,1,3,1,0,0
720677,1,1,0,0,0
720678,1,1,0,0,0
720679,1,2,0,0,0
720682,2,1,0,0,0
720683,1,1,0,0,3
720684,1,1,0,0,0
720685,1,1,0,0,1
720686,1,1,0,0,0
720688,1,1,0,0,0
720689,2,0,0,0,0
720690,1,1,0,0,6
720691,1,1,0,0,6
720692,1,3,0,1,0
720693,1,3,0,0,0
720696,1,2,0,1,12
720697,1,2,0,0,0
720698,1,2,0,0,0
720699,1,2,0,0,0
720700,1,1,0,0,0
720702,1,1,0,1,10
720704,1,1,0,0,2
720705,1,1,0,0,0
720706,1,1,0,0,1
720708,1,1,0,0,0
720709,1,3,0,0,0
720710,1,3,0,0,0
720713,1,2,0,0,0
720714,1,1,0,0,0
720715,1,1,0,0,0
720716,0,1,0,0,0
720717,1,1,0,0,0
720718,1,1,0,0,1
720719,1,1,0,0,12
720720,1,2,0,1,0
720721,1,3,0,0,0
720722,1,3,0,0,0
720723,1,1,0,0,0
720726,1,2,0,0,0
720727,1,1,0,0,0
720729,1,0,0,0,0
720731,1,2,0,0,0
720732,1,1,0,0,0
720733,1,2,0,0,0
720734,1,1,0,0,0
720735,1,1,0,0,0
720736,1,1,0,0,4
720737,1,2,0,0,0
720738,1,3,0,0,0
720739,1,3,0,0,0
720742,1,1,0,0,0
720743,1,1,0,0,6
720744,2,0,0,0,0
720745,2,0,0,0,0
720746,1,0,0,1,3
720747,1,1,0,2,0
720748,1,2,0,0,0
720749,1,1,1,0,0
720750,1,0,0,0,0
720753,1,0,0,0,12
720754,1,1,0,0,0
720755,1,2,0,0,0
720756,1,1,0,0,0
720758,1,1,0,0,0
720759,1,1,0,0,0
720760,1,0,0,0,1
720761,1,1,0,1,0
720762,1,1,0,0,0
720764,1,0,0,0,0
720765,1,1,0,1,0
720766,2,0,0,0,0
720768,1,1,1,0,0
720769,1,1,0,0,0
720770,1,1,0,0,0
720772,1,2,0,0,0
720773,1,0,0,0,0
720774,2,0,0,2,0
720775,2,0,0,0,6
720776,1,0,0,0,0
720777,1,0,0,0,0
720779,1,0,0,0,4
720780,1,1,0,0,0
720781,1,1,0,0,0
720783,1,0,0,0,0
720785,1,0,0,1,0
720786,2,0,0,1,3
720787,2,0,0,0,0
720788,2,0,0,3,0
720790,1,2,0,0,0
720791,1,1,0,0,0
720792,1,0,0,0,0
720794,1,1,0,0,0
720795,0,1,0,0,0
720796,1,1,0,0,0
720798,1,2,0,0,0
720799,2,0,0,1,6
720800,1,1,0,0,0
720801,1,1,0,0,0
720802,1,1,0,0,0
720803,1,0,0,0,0
720805,1,2,0,1,0
720806,1,2,0,0,0
720807,1,2,0,0,0
720808,1,2,0,0,0
720809,1,1,0,1,0
720810,1,1,0,0,0
720811,1,1,0,1,0
720812,1,1,0,0,0
720813,1,1,0,0,2
720814,1,1,0,0,2
720815,1,1,0,1,23
720816,1,1,0,0,0
720818,1,1,0,0,0
720819,1,1,0,0,0
720822,2,0,0,0,3
720823,1,1,0,0,0
720824,1,1,0,0,4
720825,1,1,0,0,0
720826,1,0,0,0,0
720828,1,2,0,0,0
720829,1,1,0,0,0
720830,1,1,0,0,-1
720832,1,1,0,0,0
720833,1,0,0,0,0
720834,1,0,0,0,0
720836,1,1,0,0,0
720837,1,2,0,0,0
720838,1,1,0,0,0
720839,1,1,0,1,0
720840,1,1,0,0,0
720841,1,1,0,0,0
720842,1,1,0,0,0
720843,1,1,0,0,0
720844,1,1,0,0,0
720847,2,0,0,0,5
720848,2,0,0,0,7
720849,2,0,0,2,0
720850,2,0,1,0,0
720851,1,0,0,0,0
720852,1,0,0,0,0
720854,1,1,0,0,0
720855,1,1,0,1,7
720857,1,1,0,1,0
720858,2,1,0,0,0
720859,1,1,0,0,0
720861,1,0,0,0,0
720862,1,0,0,0,13
720863,1,0,0,0,0
720864,1,0,0,0,0
720865,1,3,0,0,0
720866,1,3,0,0,0
720867,1,3,0,0,0
720869,1,2,0,0,3
720870,2,1,0,0,0
720871,1,1,0,0,0
720873,1,2,0,0,8
720874,1,2,0,0,4
720875,1,1,0,0,0
720876,1,2,0,0,0
720877,1,3,0,0,0
720878,1,1,0,0,0
720879,1,3,0,0,0
720880,1,1,0,0,0
720881,1,1,0,0,0
720882,1,1,0,0,0
720886,1,2,0,0,0
720887,1,2,0,0,15
720888,1,1,0,0,0
720889,1,1,0,1,20
720891,1,1,0,0,0
720892,1,1,0,1,9
720893,1,1,0,0,0
720895,1,2,0,0,0
720896,1,1,0,0,0
720897,1,1,0,0,12
720898,1,1,0,0,4
720899,1,3,0,0,0
720900,1,1,0,0,0
720901,1,1,0,0,3
720902,1,1,0,0,0
720903,1,3,0,0,10
720906,2,0,0,0,0
720907,2,1,0,0,6
720908,1,1,0,0,0
720909,1,1,0,0,0
720911,2,1,0,0,0
720912,2,1,0,0,2
720913,1,1,0,0,0
720915,1,1,0,0,0
720916,1,1,0,0,0
720917,1,1,0,0,0
720919,1,2,0,0,0
720920,1,1,0,0,13
720921,1,1,0,0,0
720922,1,2,0,1,0
720923,1,2,0,0,12
720924,2,1,0,0,0
720925,2,2,0,0,0
720926,2,1,0,0,0
720929,1,2,0,0,0
720930,1,2,0,1,0
720932,1,1,0,0,0
720933,1,1,0,0,0
720935,1,1,0,0,0
720936,1,1,0,0,4
720937,1,1,0,0,21
720938,1,1,0,2,10
720939,1,1,0,0,0
720940,1,1,0,0,7
720941,1,1,0,0,16
720944,1,1,0,0,0
